Name,Mean (ps),2*Stdev (ps),Allocated,Copied,Peak Memory
All.parseStatus,53116546,3852236,108913,256,6291456
All.formatStatus,15599810,845468,111706,152,10485760
All.formatStatus_compact,15602332,821036,105721,127,10485760
All.readFormattedStatus,119980196,5600180,421237,3410,13631488
All.readFormattedStatus_compact,121506828,6176442,415264,3580,13631488
